original_index	identifier	track_type	strand	strand_pair	scale	gtex_tissue	clip_soft	sum_stat	description
623	CNhs11813-	cage	-	622	1.0		384	sum	CAGE:xeroderma pigentosum b cell line:XPL 17
624	CNhs11814+	cage	+	625	1.0		384	sum	CAGE:embryonic pancreas cell line:2C6
625	CNhs11814-	cage	-	624	1.0		384	sum	CAGE:embryonic pancreas cell line:2C6
626	CNhs11818+	cage	+	627	1.0		384	sum	CAGE:neuroblastoma cell line:NBsusSR
627	CNhs11818-	cage	-	626	1.0		384	sum	CAGE:neuroblastoma cell line:NBsusSR
628	CNhs11819+	cage	+	629	1.0		384	sum	CAGE:gastric adenocarcinoma cell line:MKN45
629	CNhs11819-	cage	-	628	1.0		384	sum	CAGE:gastric adenocarcinoma cell line:MKN45
630	CNhs11820+	cage	+	631	1.0		384	sum	CAGE:choriocarcinoma cell line:T3M-3
631	CNhs11820-	cage	-	630	1.0		384	sum	CAGE:choriocarcinoma cell line:T3M-3
632	CNhs11821+	cage	+	633	1.0		384	sum	CAGE:myxofibrosarcoma cell line:NMFH-1
633	CNhs11821-	cage	-	632	1.0		384	sum	CAGE:myxofibrosarcoma cell line:NMFH-1
634	CNhs11822+	cage	+	635	1.0		384	sum	CAGE:Krukenberg tumor cell line:HSKTC
635	CNhs11822-	cage	-	634	1.0		384	sum	CAGE:Krukenberg tumor cell line:HSKTC
636	CNhs11824+	cage	+	637	1.0		384	sum	CAGE:glassy cell carcinoma cell line:HOKUG
637	CNhs11824-	cage	-	636	1.0		384	sum	CAGE:glassy cell carcinoma cell line:HOKUG
638	CNhs11825+	cage	+	639	1.0		384	sum	CAGE:large cell non-keratinizing squamous carcinoma cell line:SKG-II-SF
639	CNhs11825-	cage	-	638	1.0		384	sum	CAGE:large cell non-keratinizing squamous carcinoma cell line:SKG-II-SF
640	CNhs11827+	cage	+	641	1.0		384	sum	CAGE:serous cystadenocarcinoma cell line:HTOA
641	CNhs11827-	cage	-	640	1.0		384	sum	CAGE:serous cystadenocarcinoma cell line:HTOA
642	CNhs11828+	cage	+	643	1.0		384	sum	CAGE:tridermal teratoma cell line:HGRT
643	CNhs11828-	cage	-	642	1.0		384	sum	CAGE:tridermal teratoma cell line:HGRT
644	CNhs11829+	cage	+	645	1.0		384	sum	CAGE:sacrococcigeal teratoma cell line:HTST
645	CNhs11829-	cage	-	644	1.0		384	sum	CAGE:sacrococcigeal teratoma cell line:HTST
646	CNhs11830+	cage	+	647	1.0		384	sum	CAGE:peripheral neuroectodermal tumor cell line:KU-SN
647	CNhs11830-	cage	-	646	1.0		384	sum	CAGE:peripheral neuroectodermal tumor cell line:KU-SN
648	CNhs11832+	cage	+	649	1.0		384	sum	CAGE:pancreatic carcinoma cell line:NOR-P1
649	CNhs11832-	cage	-	648	1.0		384	sum	CAGE:pancreatic carcinoma cell line:NOR-P1
650	CNhs11833+	cage	+	651	1.0		384	sum	CAGE:chondrosarcoma cell line:SW 1353
651	CNhs11833-	cage	-	650	1.0		384	sum	CAGE:chondrosarcoma cell line:SW 1353
652	CNhs11834+	cage	+	653	1.0		384	sum	CAGE:carcinoid cell line:NCI-H1770
653	CNhs11834-	cage	-	652	1.0		384	sum	CAGE:carcinoid cell line:NCI-H1770
654	CNhs11835+	cage	+	655	1.0		384	sum	CAGE:osteoclastoma cell line:Hs 706.T
655	CNhs11835-	cage	-	654	1.0		384	sum	CAGE:osteoclastoma cell line:Hs 706.T
656	CNhs11836+	cage	+	657	1.0		384	sum	CAGE:Ewing's sarcoma cell line:Hs 863.T
657	CNhs11836-	cage	-	656	1.0		384	sum	CAGE:Ewing's sarcoma cell line:Hs 863.T
658	CNhs11837+	cage	+	659	1.0		384	sum	CAGE:transitional cell carcinoma cell line:Hs 769.T
659	CNhs11837-	cage	-	658	1.0		384	sum	CAGE:transitional cell carcinoma cell line:Hs 769.T
660	CNhs11838+	cage	+	661	1.0		384	sum	CAGE:alveolar cell carcinoma cell line:SW 1573
661	CNhs11838-	cage	-	660	1.0		384	sum	CAGE:alveolar cell carcinoma cell line:SW 1573
662	CNhs11840+	cage	+	663	1.0		384	sum	CAGE:bronchioalveolar carcinoma cell line:NCI-H358
663	CNhs11840-	cage	-	662	1.0		384	sum	CAGE:bronchioalveolar carcinoma cell line:NCI-H358
664	CNhs11841+	cage	+	665	1.0		384	sum	CAGE:bronchogenic carcinoma cell line:ChaGo-K-1
665	CNhs11841-	cage	-	664	1.0		384	sum	CAGE:bronchogenic carcinoma cell line:ChaGo-K-1
666	CNhs11842+	cage	+	667	1.0		384	sum	CAGE:fibrous histiocytoma cell line:GCT TIB-223
667	CNhs11842-	cage	-	666	1.0		384	sum	CAGE:fibrous histiocytoma cell line:GCT TIB-223
668	CNhs11843+	cage	+	669	1.0		384	sum	CAGE:hairy cell leukemia cell line:Mo
669	CNhs11843-	cage	-	668	1.0		384	sum	CAGE:hairy cell leukemia cell line:Mo
670	CNhs11844+	cage	+	671	1.0		384	sum	CAGE:acantholytic squamous carcinoma cell line:HCC1806
671	CNhs11844-	cage	-	670	1.0		384	sum	CAGE:acantholytic squamous carcinoma cell line:HCC1806
672	CNhs11845+	cage	+	673	1.0		384	sum	CAGE:biphenotypic B myelomonocytic leukemia cell line:MV-4-11
673	CNhs11845-	cage	-	672	1.0		384	sum	CAGE:biphenotypic B myelomonocytic leukemia cell line:MV-4-11
674	CNhs11846+	cage	+	675	1.0		384	sum	CAGE:carcinoid cell line:SK-PN-DW
675	CNhs11846-	cage	-	674	1.0		384	sum	CAGE:carcinoid cell line:SK-PN-DW
676	CNhs11848+	cage	+	677	1.0		384	sum	CAGE:leiomyoblastoma cell line:G-402
677	CNhs11848-	cage	-	676	1.0		384	sum	CAGE:leiomyoblastoma cell line:G-402
678	CNhs11849+	cage	+	679	1.0		384	sum	CAGE:pharyngeal carcinoma cell line:Detroit 562
679	CNhs11849-	cage	-	678	1.0		384	sum	CAGE:pharyngeal carcinoma cell line:Detroit 562
680	CNhs11851+	cage	+	681	1.0		384	sum	CAGE:liposarcoma cell line:SW 872
681	CNhs11851-	cage	-	680	1.0		384	sum	CAGE:liposarcoma cell line:SW 872
682	CNhs11852+	cage	+	683	1.0		384	sum	CAGE:lymphangiectasia cell line:DS-1
683	CNhs11852-	cage	-	682	1.0		384	sum	CAGE:lymphangiectasia cell line:DS-1
684	CNhs11853+	cage	+	685	1.0		384	sum	CAGE:neuroepithelioma cell line:SK-N-MC
685	CNhs11853-	cage	-	684	1.0		384	sum	CAGE:neuroepithelioma cell line:SK-N-MC
686	CNhs11854+	cage	+	687	1.0		384	sum	CAGE:neurofibroma cell line:Hs 53.T
687	CNhs11854-	cage	-	686	1.0		384	sum	CAGE:neurofibroma cell line:Hs 53.T
688	CNhs11856+	cage	+	689	1.0		384	sum	CAGE:pagetoid sarcoma cell line:Hs 925.T
689	CNhs11856-	cage	-	688	1.0		384	sum	CAGE:pagetoid sarcoma cell line:Hs 925.T
690	CNhs11857+	cage	+	691	1.0		384	sum	CAGE:spindle cell sarcoma cell line:Hs 132.T
691	CNhs11857-	cage	-	690	1.0		384	sum	CAGE:spindle cell sarcoma cell line:Hs 132.T
692	CNhs11858+	cage	+	693	1.0		384	sum	CAGE:mycosis fungoides, T cell lymphoma cell line:HuT 102 TIB-162
693	CNhs11858-	cage	-	692	1.0		384	sum	CAGE:mycosis fungoides, T cell lymphoma cell line:HuT 102 TIB-162
694	CNhs11859+	cage	+	695	1.0		384	sum	CAGE:leukemia, chronic megakaryoblastic cell line:MEG-01
695	CNhs11859-	cage	-	694	1.0		384	sum	CAGE:leukemia, chronic megakaryoblastic cell line:MEG-01
696	CNhs11860+	cage	+	697	1.0		384	sum	CAGE:fibrosarcoma cell line:HT-1080
697	CNhs11860-	cage	-	696	1.0		384	sum	CAGE:fibrosarcoma cell line:HT-1080
698	CNhs11861+	cage	+	699	1.0		384	sum	CAGE:medulloblastoma cell line:ONS-76
699	CNhs11861-	cage	-	698	1.0		384	sum	CAGE:medulloblastoma cell line:ONS-76
700	CNhs11862+	cage	+	701	1.0		384	sum	CAGE:bronchial squamous cell carcinoma cell line:KNS-62
701	CNhs11862-	cage	-	700	1.0		384	sum	CAGE:bronchial squamous cell carcinoma cell line:KNS-62
702	CNhs11864+	cage	+	703	1.0		384	sum	CAGE:acute myeloid leukemia (FAB M2) cell line:NKM-1
703	CNhs11864-	cage	-	702	1.0		384	sum	CAGE:acute myeloid leukemia (FAB M2) cell line:NKM-1
704	CNhs11865+	cage	+	705	1.0		384	sum	CAGE:chronic myelogenous leukemia (CML) cell line:MEG-A2
705	CNhs11865-	cage	-	704	1.0		384	sum	CAGE:chronic myelogenous leukemia (CML) cell line:MEG-A2
706	CNhs11866+	cage	+	707	1.0		384	sum	CAGE:neuroectodermal tumor cell line:TASK1
707	CNhs11866-	cage	-	706	1.0		384	sum	CAGE:neuroectodermal tumor cell line:TASK1
708	CNhs11867+	cage	+	709	1.0		384	sum	CAGE:NK T cell leukemia cell line:KHYG-1
709	CNhs11867-	cage	-	708	1.0		384	sum	CAGE:NK T cell leukemia cell line:KHYG-1
710	CNhs11868+	cage	+	711	1.0		384	sum	CAGE:hepatic mesenchymal tumor cell line:LI90
711	CNhs11868-	cage	-	710	1.0		384	sum	CAGE:hepatic mesenchymal tumor cell line:LI90
712	CNhs11869+	cage	+	713	1.0		384	sum	CAGE:somatostatinoma cell line:QGP-1
713	CNhs11869-	cage	-	712	1.0		384	sum	CAGE:somatostatinoma cell line:QGP-1
714	CNhs11870+	cage	+	715	1.0		384	sum	CAGE:liposarcoma cell line:KMLS-1
715	CNhs11870-	cage	-	714	1.0		384	sum	CAGE:liposarcoma cell line:KMLS-1
716	CNhs11872+	cage	+	717	1.0		384	sum	CAGE:thyroid carcinoma cell line:TCO-1
717	CNhs11872-	cage	-	716	1.0		384	sum	CAGE:thyroid carcinoma cell line:TCO-1
718	CNhs11873+	cage	+	719	1.0		384	sum	CAGE:mucinous cystadenocarcinoma cell line:MCAS
719	CNhs11873-	cage	-	718	1.0		384	sum	CAGE:mucinous cystadenocarcinoma cell line:MCAS
720	CNhs11875+	cage	+	721	1.0		384	sum	CAGE:choriocarcinoma cell line:SCH
721	CNhs11875-	cage	-	720	1.0		384	sum	CAGE:choriocarcinoma cell line:SCH
722	CNhs11876+	cage	+	723	1.0		384	sum	CAGE:testicular germ cell embryonal carcinoma cell line:ITO-II
723	CNhs11876-	cage	-	722	1.0		384	sum	CAGE:testicular germ cell embryonal carcinoma cell line:ITO-II
724	CNhs11877+	cage	+	725	1.0		384	sum	CAGE:rhabdomyosarcoma cell line:KYM-1
725	CNhs11877-	cage	-	724	1.0		384	sum	CAGE:rhabdomyosarcoma cell line:KYM-1
726	CNhs11878+	cage	+	727	1.0		384	sum	CAGE:teratocarcinoma cell line:NCC-IT-A3
727	CNhs11878-	cage	-	726	1.0		384	sum	CAGE:teratocarcinoma cell line:NCC-IT-A3
728	CNhs11880+	cage	+	729	1.0		384	sum	CAGE:keratoacanthoma cell line:HKA-1
729	CNhs11880-	cage	-	728	1.0		384	sum	CAGE:keratoacanthoma cell line:HKA-1
730	CNhs11881+	cage	+	731	1.0		384	sum	CAGE:anaplastic large cell lymphoma cell line:Ki-JK
731	CNhs11881-	cage	-	730	1.0		384	sum	CAGE:anaplastic large cell lymphoma cell line:Ki-JK
732	CNhs11882+	cage	+	733	1.0		384	sum	CAGE:adenocarcinoma cell line:IM95m
733	CNhs11882-	cage	-	732	1.0		384	sum	CAGE:adenocarcinoma cell line:IM95m
734	CNhs11883+	cage	+	735	1.0		384	sum	CAGE:tubular adenocarcinoma cell line:SUIT-2
735	CNhs11883-	cage	-	734	1.0		384	sum	CAGE:tubular adenocarcinoma cell line:SUIT-2
736	CNhs11884+	cage	+	737	1.0		384	sum	CAGE:teratocarcinoma cell line:NCR-G1
737	CNhs11884-	cage	-	736	1.0		384	sum	CAGE:teratocarcinoma cell line:NCR-G1
738	CNhs11885+	cage	+	739	1.0		384	sum	CAGE:small cell cervical cancer cell line:HCSC-1
739	CNhs11885-	cage	-	738	1.0		384	sum	CAGE:small cell cervical cancer cell line:HCSC-1
740	CNhs11886+	cage	+	741	1.0		384	sum	CAGE:chronic myeloblastic leukemia (CML) cell line:KCL-22
741	CNhs11886-	cage	-	740	1.0		384	sum	CAGE:chronic myeloblastic leukemia (CML) cell line:KCL-22
742	CNhs11888+	cage	+	743	1.0		384	sum	CAGE:acute myeloid leukemia (FAB M7) cell line:MKPL-1
743	CNhs11888-	cage	-	742	1.0		384	sum	CAGE:acute myeloid leukemia (FAB M7) cell line:MKPL-1
744	CNhs11889+	cage	+	745	1.0		384	sum	CAGE:anaplastic squamous cell carcinoma cell line:RPMI 2650
745	CNhs11889-	cage	-	744	1.0		384	sum	CAGE:anaplastic squamous cell carcinoma cell line:RPMI 2650
746	CNhs11890+	cage	+	747	1.0		384	sum	CAGE:teratocarcinoma cell line:PA-1
747	CNhs11890-	cage	-	746	1.0		384	sum	CAGE:teratocarcinoma cell line:PA-1
748	CNhs11891+	cage	+	749	1.0		384	sum	CAGE:hereditary spherocytic anemia cell line:WIL2-NS
749	CNhs11891-	cage	-	748	1.0		384	sum	CAGE:hereditary spherocytic anemia cell line:WIL2-NS
750	CNhs11892+	cage	+	751	1.0		384	sum	CAGE:Wilms' tumor cell line:G-401
751	CNhs11892-	cage	-	750	1.0		384	sum	CAGE:Wilms' tumor cell line:G-401
752	CNhs11893+	cage	+	753	1.0		384	sum	CAGE:adrenal cortex adenocarcinoma cell line:SW-13
753	CNhs11893-	cage	-	752	1.0		384	sum	CAGE:adrenal cortex adenocarcinoma cell line:SW-13
754	CNhs11894+	cage	+	755	1.0		384	sum	CAGE:normal embryonic palatal mesenchymal cell line:HEPM
755	CNhs11894-	cage	-	754	1.0		384	sum	CAGE:normal embryonic palatal mesenchymal cell line:HEPM
756	CNhs11896+	cage	+	757	1.0		384	sum	CAGE:Gingival epithelial cells,  (GEA14)
757	CNhs11896-	cage	-	756	1.0		384	sum	CAGE:Gingival epithelial cells,  (GEA14)
758	CNhs11903+	cage	+	759	1.0		384	sum	CAGE:Gingival epithelial cells,  (GEA15)
759	CNhs11903-	cage	-	758	1.0		384	sum	CAGE:Gingival epithelial cells,  (GEA15)
760	CNhs11910+	cage	+	761	1.0		384	sum	CAGE:Smooth Muscle Cells - Prostate,
761	CNhs11910-	cage	-	760	1.0		384	sum	CAGE:Smooth Muscle Cells - Prostate,
762	CNhs11921+	cage	+	763	1.0		384	sum	CAGE:Smooth Muscle Cells - Uterine,
763	CNhs11921-	cage	-	762	1.0		384	sum	CAGE:Smooth Muscle Cells - Uterine,
764	CNhs11926+	cage	+	765	1.0		384	sum	CAGE:Endothelial Cells - Thoracic,
765	CNhs11926-	cage	-	764	1.0		384	sum	CAGE:Endothelial Cells - Thoracic,
766	CNhs11930+	cage	+	767	1.0		384	sum	CAGE:clear cell carcinoma cell line:TEN
767	CNhs11930-	cage	-	766	1.0		384	sum	CAGE:clear cell carcinoma cell line:TEN
768	CNhs11931+	cage	+	769	1.0		384	sum	CAGE:bone marrow stromal cell line:StromaNKtert
769	CNhs11931-	cage	-	768	1.0		384	sum	CAGE:bone marrow stromal cell line:StromaNKtert
770	CNhs11932+	cage	+	771	1.0		384	sum	CAGE:basal cell carcinoma cell line:TE 354.T
771	CNhs11932-	cage	-	770	1.0		384	sum	CAGE:basal cell carcinoma cell line:TE 354.T
772	CNhs11933+	cage	+	773	1.0		384	sum	CAGE:pleomorphic hepatocellular carcinoma cell line:SNU-387
773	CNhs11933-	cage	-	772	1.0		384	sum	CAGE:pleomorphic hepatocellular carcinoma cell line:SNU-387
774	CNhs11934+	cage	+	775	1.0		384	sum	CAGE:myelodysplastic syndrome cell line:SKM-1
775	CNhs11934-	cage	-	774	1.0		384	sum	CAGE:myelodysplastic syndrome cell line:SKM-1
776	CNhs11935+	cage	+	777	1.0		384	sum	CAGE:lymphoma, malignant, hairy B-cell cell line:MLMA
777	CNhs11935-	cage	-	776	1.0		384	sum	CAGE:lymphoma, malignant, hairy B-cell cell line:MLMA
778	CNhs11943+	cage	+	779	1.0		384	sum	CAGE:breast carcinoma cell line:MCF7
779	CNhs11943-	cage	-	778	1.0		384	sum	CAGE:breast carcinoma cell line:MCF7
780	CNhs11944+	cage	+	781	1.0		384	sum	CAGE:mixed mullerian tumor cell line:HTMMT
781	CNhs11944-	cage	-	780	1.0		384	sum	CAGE:mixed mullerian tumor cell line:HTMMT
782	CNhs11945+	cage	+	783	1.0		384	sum	CAGE:meningioma cell line:HKBMM
783	CNhs11945-	cage	-	782	1.0		384	sum	CAGE:meningioma cell line:HKBMM
784	CNhs11948+	cage	+	785	1.0		384	sum	CAGE:Whole blood (ribopure), , donation3
785	CNhs11948-	cage	-	784	1.0		384	sum	CAGE:Whole blood (ribopure), , donation3
786	CNhs11950+	cage	+	787	1.0		384	sum	CAGE:normal intestinal epithelial cell line:FHs 74 Int
787	CNhs11950-	cage	-	786	1.0		384	sum	CAGE:normal intestinal epithelial cell line:FHs 74 Int
788	CNhs11952+	cage	+	789	1.0		384	sum	CAGE:Fibroblast - Gingival,  (GFH3)
789	CNhs11952-	cage	-	788	1.0		384	sum	CAGE:Fibroblast - Gingival,  (GFH3)
790	CNhs11953+	cage	+	791	1.0		384	sum	CAGE:Fibroblast - Periodontal Ligament,  (PL30)
791	CNhs11953-	cage	-	790	1.0		384	sum	CAGE:Fibroblast - Periodontal Ligament,  (PL30)
792	CNhs11972+	cage	+	793	1.0		384	sum	CAGE:Prostate Epithelial Cells,
793	CNhs11972-	cage	-	792	1.0		384	sum	CAGE:Prostate Epithelial Cells,
794	CNhs12496+	cage	+	795	1.0		384	sum	CAGE:Endothelial Cells - Artery,
795	CNhs12496-	cage	-	794	1.0		384	sum	CAGE:Endothelial Cells - Artery,
796	CNhs11979+	cage	+	797	1.0		384	sum	CAGE:Hair Follicle Dermal Papilla Cells,
797	CNhs11979-	cage	-	796	1.0		384	sum	CAGE:Hair Follicle Dermal Papilla Cells,
798	CNhs11996+	cage	+	799	1.0		384	sum	CAGE:Fibroblast - Periodontal Ligament,  (PLH3)
799	CNhs11996-	cage	-	798	1.0		384	sum	CAGE:Fibroblast - Periodontal Ligament,  (PLH3)
800	CNhs12195+	cage	+	801	1.0		384	sum	CAGE:Dendritic Cells - monocyte immature derived,
801	CNhs12195-	cage	-	800	1.0		384	sum	CAGE:Dendritic Cells - monocyte immature derived,
802	CNhs12065+	cage	+	803	1.0		384	sum	CAGE:Preadipocyte - perirenal,
803	CNhs12065-	cage	-	802	1.0		384	sum	CAGE:Preadipocyte - perirenal,
804	CNhs12069+	cage	+	805	1.0		384	sum	CAGE:Adipocyte - perirenal,
805	CNhs12069-	cage	-	804	1.0		384	sum	CAGE:Adipocyte - perirenal,
806	CNhs12621+	cage	+	807	1.0		384	sum	CAGE:Schwann Cells,
807	CNhs12621-	cage	-	806	1.0		384	sum	CAGE:Schwann Cells,
808	CNhs12086+	cage	+	809	1.0		384	sum	CAGE:Renal Glomerular Endothelial Cells,
809	CNhs12086-	cage	-	808	1.0		384	sum	CAGE:Renal Glomerular Endothelial Cells,
810	CNhs12075+	cage	+	811	1.0		384	sum	CAGE:Hepatic Sinusoidal Endothelial Cells,
811	CNhs12075-	cage	-	810	1.0		384	sum	CAGE:Hepatic Sinusoidal Endothelial Cells,
812	CNhs12179+	cage	+	813	1.0		384	sum	CAGE:CD19+ B Cells (pluriselect), , donation2
813	CNhs12179-	cage	-	812	1.0		384	sum	CAGE:CD19+ B Cells (pluriselect), , donation2
814	CNhs12176+	cage	+	815	1.0		384	sum	CAGE:CD8+ T Cells (pluriselect), , donation1
815	CNhs12176-	cage	-	814	1.0		384	sum	CAGE:CD8+ T Cells (pluriselect), , donation1
816	CNhs12183+	cage	+	817	1.0		384	sum	CAGE:CD19+ B Cells (pluriselect), , donation1
817	CNhs12183-	cage	-	816	1.0		384	sum	CAGE:CD19+ B Cells (pluriselect), , donation1
818	CNhs12184+	cage	+	819	1.0		384	sum	CAGE:CD8+ T Cells (pluriselect), , donation2
819	CNhs12184-	cage	-	818	1.0		384	sum	CAGE:CD8+ T Cells (pluriselect), , donation2
820	CNhs12180+	cage	+	821	1.0		384	sum	CAGE:CD8+ T Cells (pluriselect), , donation3
821	CNhs12180-	cage	-	820	1.0		384	sum	CAGE:CD8+ T Cells (pluriselect), , donation3
822	CNhs12188+	cage	+	823	1.0		384	sum	CAGE:CD19+ B Cells (pluriselect), , donation3
823	CNhs12188-	cage	-	822	1.0		384	sum	CAGE:CD19+ B Cells (pluriselect), , donation3
824	CNhs12191+	cage	+	825	1.0		384	sum	CAGE:mesodermal tumor cell line:HIRS-BM
825	CNhs12191-	cage	-	824	1.0		384	sum	CAGE:mesodermal tumor cell line:HIRS-BM
826	CNhs12192+	cage	+	827	1.0		384	sum	CAGE:leiomyosarcoma cell line:Hs 5.T
827	CNhs12192-	cage	-	826	1.0		384	sum	CAGE:leiomyosarcoma cell line:Hs 5.T
828	CNhs12193+	cage	+	829	1.0		384	sum	CAGE:non-small cell lung cancer cell line:NCI-H1385
829	CNhs12193-	cage	-	828	1.0		384	sum	CAGE:non-small cell lung cancer cell line:NCI-H1385
830	CNhs12205+	cage	+	831	1.0		384	sum	CAGE:CD34+ Progenitors,
831	CNhs12205-	cage	-	830	1.0		384	sum	CAGE:CD34+ Progenitors,
832	CNhs12227+	cage	+	833	1.0		384	sum	CAGE:spinal cord, adult,
833	CNhs12227-	cage	-	832	1.0		384	sum	CAGE:spinal cord, adult,
834	CNhs14230+	cage	+	835	1.0		384	sum	CAGE:pineal gland, adult,
835	CNhs14230-	cage	-	834	1.0		384	sum	CAGE:pineal gland, adult,
836	CNhs12229+	cage	+	837	1.0		384	sum	CAGE:pituitary gland, adult,
837	CNhs12229-	cage	-	836	1.0		384	sum	CAGE:pituitary gland, adult,
838	CNhs12310+	cage	+	839	1.0		384	sum	CAGE:medial frontal gyrus, adult,
839	CNhs12310-	cage	-	838	1.0		384	sum	CAGE:medial frontal gyrus, adult,
840	CNhs12311+	cage	+	841	1.0		384	sum	CAGE:amygdala, adult,
841	CNhs12311-	cage	-	840	1.0		384	sum	CAGE:amygdala, adult,
842	CNhs12312+	cage	+	843	1.0		384	sum	CAGE:hippocampus, adult,
843	CNhs12312-	cage	-	842	1.0		384	sum	CAGE:hippocampus, adult,
844	CNhs12314+	cage	+	845	1.0		384	sum	CAGE:thalamus, adult,
845	CNhs12314-	cage	-	844	1.0		384	sum	CAGE:thalamus, adult,
846	CNhs12315+	cage	+	847	1.0		384	sum	CAGE:medulla oblongata, adult,
847	CNhs12315-	cage	-	846	1.0		384	sum	CAGE:medulla oblongata, adult,
848	CNhs12316+	cage	+	849	1.0		384	sum	CAGE:medial temporal gyrus, adult,
849	CNhs12316-	cage	-	848	1.0		384	sum	CAGE:medial temporal gyrus, adult,
850	CNhs12317+	cage	+	851	1.0		384	sum	CAGE:parietal lobe, adult,
851	CNhs12317-	cage	-	850	1.0		384	sum	CAGE:parietal lobe, adult,
852	CNhs14224+	cage	+	853	1.0		384	sum	CAGE:substantia nigra, adult,
853	CNhs14224-	cage	-	852	1.0		384	sum	CAGE:substantia nigra, adult,
854	CNhs14549+	cage	+	855	1.0		384	sum	CAGE:globus pallidus, adult,
855	CNhs14549-	cage	-	854	1.0		384	sum	CAGE:globus pallidus, adult,
856	CNhs12320+	cage	+	857	1.0		384	sum	CAGE:occipital cortex, adult,
857	CNhs12320-	cage	-	856	1.0		384	sum	CAGE:occipital cortex, adult,
858	CNhs12321+	cage	+	859	1.0		384	sum	CAGE:caudate nucleus, adult,
859	CNhs12321-	cage	-	858	1.0		384	sum	CAGE:caudate nucleus, adult,
860	CNhs14550+	cage	+	861	1.0		384	sum	CAGE:locus coeruleus, adult,
861	CNhs14550-	cage	-	860	1.0		384	sum	CAGE:locus coeruleus, adult,
862	CNhs12323+	cage	+	863	1.0		384	sum	CAGE:cerebellum, adult,
863	CNhs12323-	cage	-	862	1.0		384	sum	CAGE:cerebellum, adult,
864	CNhs13912+	cage	+	865	1.0		384	sum	CAGE:putamen, adult,
865	CNhs13912-	cage	-	864	1.0		384	sum	CAGE:putamen, adult,
866	CNhs12325+	cage	+	867	1.0		384	sum	CAGE:epitheloid carcinoma cell line: HelaS3 ENCODE, biol_
867	CNhs12325-	cage	-	866	1.0		384	sum	CAGE:epitheloid carcinoma cell line: HelaS3 ENCODE, biol_
868	CNhs12328+	cage	+	869	1.0		384	sum	CAGE:hepatocellular carcinoma cell line: HepG2 ENCODE, biol_
869	CNhs12328-	cage	-	868	1.0		384	sum	CAGE:hepatocellular carcinoma cell line: HepG2 ENCODE, biol_
870	CNhs12332+	cage	+	871	1.0		384	sum	CAGE:B lymphoblastoid cell line: GM12878 ENCODE, biol_
871	CNhs12332-	cage	-	870	1.0		384	sum	CAGE:B lymphoblastoid cell line: GM12878 ENCODE, biol_
872	CNhs12336+	cage	+	873	1.0		384	sum	CAGE:chronic myelogenous leukemia cell line:K562 ENCODE, biol_
873	CNhs12336-	cage	-	872	1.0		384	sum	CAGE:chronic myelogenous leukemia cell line:K562 ENCODE, biol_
874	CNhs12338+	cage	+	875	1.0		384	sum	CAGE:Neurons,
875	CNhs12338-	cage	-	874	1.0		384	sum	CAGE:Neurons,
876	CNhs12339+	cage	+	877	1.0		384	sum	CAGE:Hair Follicle Outer Root Sheath Cells,
877	CNhs12339-	cage	-	876	1.0		384	sum	CAGE:Hair Follicle Outer Root Sheath Cells,
878	CNhs12349+	cage	+	879	1.0		384	sum	CAGE:Hepatocyte,
879	CNhs12349-	cage	-	878	1.0		384	sum	CAGE:Hepatocyte,
880	CNhs12350+	cage	+	881	1.0		384	sum	CAGE:Cardiac Myocyte,
881	CNhs12350-	cage	-	880	1.0		384	sum	CAGE:Cardiac Myocyte,
882	CNhs12342+	cage	+	883	1.0		384	sum	CAGE:Lens Epithelial Cells,
883	CNhs12342-	cage	-	882	1.0		384	sum	CAGE:Lens Epithelial Cells,
884	CNhs12352+	cage	+	885	1.0		384	sum	CAGE:CD19+ B Cells,
885	CNhs12352-	cage	-	884	1.0		384	sum	CAGE:CD19+ B Cells,
886	CNhs12570+	cage	+	887	1.0		384	sum	CAGE:Melanocyte - dark,
887	CNhs12570-	cage	-	886	1.0		384	sum	CAGE:Melanocyte - dark,
888	CNhs12351+	cage	+	889	1.0		384	sum	CAGE:testicular germ cell embryonal carcinoma cell line:NEC14
889	CNhs12351-	cage	-	888	1.0		384	sum	CAGE:testicular germ cell embryonal carcinoma cell line:NEC14
890	CNhs12362+	cage	+	891	1.0		384	sum	CAGE:testicular germ cell embryonal carcinoma cell line:NEC15
891	CNhs12362-	cage	-	890	1.0		384	sum	CAGE:testicular germ cell embryonal carcinoma cell line:NEC15
892	CNhs12363+	cage	+	893	1.0		384	sum	CAGE:mesenchymal precursor cell - adipose,
893	CNhs12363-	cage	-	892	1.0		384	sum	CAGE:mesenchymal precursor cell - adipose,
894	CNhs12367+	cage	+	895	1.0		384	sum	CAGE:mesenchymal precursor cell - bone marrow,
895	CNhs12367-	cage	-	894	1.0		384	sum	CAGE:mesenchymal precursor cell - bone marrow,
896	CNhs12371+	cage	+	897	1.0		384	sum	CAGE:mesenchymal precursor cell - cardiac,
897	CNhs12371-	cage	-	896	1.0		384	sum	CAGE:mesenchymal precursor cell - cardiac,
898	CNhs12372+	cage	+	899	1.0		384	sum	CAGE:mesenchymal precursor cell - ovarian cancer left ovary,
899	CNhs12372-	cage	-	898	1.0		384	sum	CAGE:mesenchymal precursor cell - ovarian cancer left ovary,
900	CNhs12373+	cage	+	901	1.0		384	sum	CAGE:mesenchymal precursor cell - ovarian cancer right ovary,
